week,원자재명,사용량,,,,,
2021-06-07,MONODN1502,29.22,,,,,
2021-06-07,BDG,428.56,,,,,
2021-06-14,사용수,667177.7186,,,,,
2021-06-14,공기연행제,7360.534652,,,,,
2021-06-14,RA-300S,27523.53547,,,,,
2021-06-14,PEMA-WRE-600(5,2908.957813,,,,,
2021-06-14,PC소포제,335.491897,,,,,
2021-06-14,PEMA-HR1000 태명,401.821296,,,,,
2021-06-14,PEMA-SR3000F 현,419.552673,,,,,
2021-06-14,PEMA-HR1000 영동,905.728365,,,,,
2021-06-14,PEMA-PR2000 영풍,68.138892,,,,,
2021-06-14,PEMA-SR3000F 대,126.217008,,,,,
2021-06-14,PEMA-HR1500 삼덕,653.253321,,,,,
2021-06-14,CSA5000 서원(태안),522.550608,,,,,
2021-06-14,CSA5000 삼표(풍납),340.472934,,,,,
2021-06-14,PEMA-HR1500 신송,475.111944,,,,,
2021-06-14,PEMA-SR2000 정선,560.295523,,,,,
2021-06-14,PEMA-SR2000 울산,263.775354,,,,,
2021-06-14,액상리그닌,1845.288201,,,,,
2021-06-14,글루콘산소다,13384.1988,,,,,
2021-06-14,ACTICIDE-MVK,384.6329,,,,,
2021-06-14,PEMA-SRE-200(5,12128.68819,,,,,
2021-06-14,WRE-580FX(55%),125272.8184,,,,,
2021-06-14,PEMA-WRE-550(5,9156.703062,,,,,
2021-06-14,WRE-770,99415.67207,,,,,
2021-06-14,WRE-550T,49470.13432,,,,,
2021-06-14,SRE-200SD-T,17246.86182,,,,,
2021-06-14,PEMA-500FR,7644.39108,,,,,
2021-06-14,PEMA-630XR,6020.383362,,,,,
2021-06-14,M30,8108.381126,,,,,
2021-06-14,PCA3000,24953.32457,,,,,
2021-06-14,Urea-20%,70006.64923,,,,,
2021-06-14,소포제(MR-130),839.504093,,,,,
2021-06-14,AE 산하(덕소),140.384616,,,,,
2021-06-14,PEMA-550XD,3021.45664,,,,,
2021-06-14,SRE-110(50%),3236.509241,,,,,
2021-06-14,DEA,310.133759,,,,,
2021-06-14,VK1000,101.494974,,,,,
2021-06-14,Urea,314.82524,,,,,
2021-06-14,PEMA-300HT,84.20625,,,,,
2021-06-14,PEMA-350B,123.665958,,,,,
2021-06-14,설탕,0.025,,,,,
2021-06-14,PEMA-HR1000 내포,629.950071,,,,,
2021-06-14,PEMA-HR1000 동아,518.603781,,,,,
2021-06-14,PEMA-HR1000 서호,304.683939,,,,,
2021-06-14,PEMA-HR1000 동양,562.130058,,,,,
2021-06-14,PEMA-SR3000F 극,959.272791,,,,,
2021-06-14,PEMA-HR1500 우성,700.715325,,,,,
2021-06-14,PEMA-SN400 하남(,211.384884,,,,,
2021-06-14,PEMA-SN400 청명(,877.07557,,,,,
2021-06-14,PEMA-SN400 유익(,249.962734,,,,,
2021-06-14,PEMA-SR2000 영남,1069.801272,,,,,
2021-06-14,PEMA-SP1000 대보,415.091244,,,,,
2021-06-14,MONODN1501,0,,,,,
2021-06-14,MONODN1502,0,,,,,
2021-06-14,BDG,0,,,,,
2021-06-21,사용수,630594.4683,,,,,
2021-06-21,공기연행제,6688.501169,,,,,
2021-06-21,RA-300S,21346.85768,,,,,
2021-06-21,PEMA-WRE-600(5,10279.50291,,,,,
2021-06-21,PC소포제,378.098677,,,,,
2021-06-21,PEMA-HR1000 태명,588.885036,,,,,
2021-06-21,PEMA-SR3000F 현,489.529542,,,,,
2021-06-21,PEMA-HR1000 영동,675.149199,,,,,
2021-06-21,PEMA-PR2000 영풍,99.860247,,,,,
2021-06-21,PEMA-SR3000F 대,184.976028,,,,,
2021-06-21,PEMA-HR1500 삼덕,706.904321,,,,,
2021-06-21,CSA5000 서원(태안),765.818628,,,,,
2021-06-21,CSA5000 삼표(풍납),415.41556,,,,,
2021-06-21,PEMA-HR1500 신송,536.624159,,,,,
2021-06-21,PEMA-SR2000 정선,600.196984,,,,,
2021-06-21,PEMA-SR2000 울산,302.137232,,,,,
2021-06-21,액상리그닌,1646.294061,,,,,
2021-06-21,글루콘산소다,10377.12485,,,,,
2021-06-21,ACTICIDE-MVK,373.407618,,,,,
2021-06-21,PEMA-SRE-200(5,9428.645908,,,,,
2021-06-21,WRE-580FX(55%),115495.0471,,,,,
2021-06-21,PEMA-WRE-550(5,9123.666611,,,,,
2021-06-21,WRE-770,80350.57066,,,,,
2021-06-21,WRE-550T,47471.4135,,,,,
2021-06-21,SRE-200SD-T,13987.81848,,,,,
2021-06-21,PEMA-500FR,11760.91009,,,,,
2021-06-21,PEMA-630XR,8418.854064,,,,,
2021-06-21,M30,10961.55901,,,,,
2021-06-21,PCA3000,21993.3667,,,,,
2021-06-21,Urea-20%,61916.94607,,,,,
2021-06-21,소포제(MR-130),734.842126,,,,,
2021-06-21,AE 산하(덕소),151.49018,,,,,
2021-06-21,PEMA-550XD,4313.823397,,,,,
2021-06-21,SRE-110(50%),2623.91137,,,,,
2021-06-21,DEA,690.540598,,,,,
2021-06-21,VK1000,146.323491,,,,,
2021-06-21,Urea,261.482885,,,,,
2021-06-21,PEMA-300HT,87.58665,,,,,
2021-06-21,PEMA-350B,103.896747,,,,,
2021-06-21,설탕,0.025,,,,,
2021-06-21,PEMA-HR1000 내포,514.817782,,,,,
2021-06-21,PEMA-HR1000 동아,423.821602,,,,,
2021-06-21,PEMA-HR1000 서호,248.998638,,,,,
2021-06-21,PEMA-HR1000 동양,459.392836,,,,,
2021-06-21,PEMA-SR3000F 극,463.503338,,,,,
2021-06-21,PEMA-HR1500 우성,445.499806,,,,,
2021-06-21,PEMA-SN400 하남(,389.176164,,,,,
2021-06-21,PEMA-SN400 청명(,1614.76497,,,,,
2021-06-21,PEMA-SN400 유익(,460.201014,,,,,
2021-06-21,PEMA-SR2000 영남,437.851836,,,,,
2021-06-21,PEMA-SP1000 대보,215.363616,,,,,
2021-06-21,MONODN1501,13.866,,,,,
2021-06-21,MONODN1502,13.866,,,,,
2021-06-21,BDG,203.368,,,,,
2021-06-28,사용수,796033.5027,,,,,
2021-06-28,공기연행제,13913.19476,,,,,
2021-06-28,RA-300S,33420.1972,,,,,
2021-06-28,PEMA-WRE-600(5,17997.864,,,,,
2021-06-28,PC소포제,425.602964,,,,,
2021-06-28,PEMA-HR1000 태명,570.4963,,,,,
2021-06-28,PEMA-SR3000F 현,586.61122,,,,,
2021-06-28,PEMA-HR1000 영동,909.496065,,,,,
2021-06-28,PEMA-PR2000 영풍,96.741975,,,,,
2021-06-28,PEMA-SR3000F 대,179.1999,,,,,
2021-06-28,PEMA-HR1500 삼덕,909.369975,,,,,
2021-06-28,CSA5000 서원(태안),741.9049,,,,,
2021-06-28,CSA5000 삼표(풍납),477.35558,,,,,
2021-06-28,PEMA-HR1500 신송,485.017637,,,,,
2021-06-28,PEMA-SR2000 정선,509.028498,,,,,
2021-06-28,PEMA-SR2000 울산,368.39894,,,,,
2021-06-28,액상리그닌,2292.96352,,,,,
2021-06-28,글루콘산소다,14256.8345,,,,,
2021-06-28,ACTICIDE-MVK,474.010942,,,,,
2021-06-28,PEMA-SRE-200(5,11688.0529,,,,,
2021-06-28,WRE-580FX(55%),172099.1385,,,,,
2021-06-28,PEMA-WRE-550(5,10169.4636,,,,,
2021-06-28,WRE-770,110488.2466,,,,,
2021-06-28,WRE-550T,56361.28893,,,,,
2021-06-28,SRE-200SD-T,18169.02788,,,,,
2021-06-28,PEMA-500FR,6510.640247,,,,,
2021-06-28,PEMA-630XR,5866.237535,,,,,
2021-06-28,M30,11306.99733,,,,,
2021-06-28,PCA3000,30065.47002,,,,,
2021-06-28,Urea-20%,82552.45238,,,,,
2021-06-28,소포제(MR-130),985.10549,,,,,
2021-06-28,AE 산하(덕소),195.39362,,,,,
2021-06-28,PEMA-550XD,2228.433628,,,,,
2021-06-28,SRE-110(50%),3216.776214,,,,,
2021-06-28,DEA,1244.28658,,,,,
2021-06-28,VK1000,139.133483,,,,,
2021-06-28,Urea,499.38032,,,,,
2021-06-28,PEMA-300HT,62.88165,,,,,
2021-06-28,PEMA-350B,139.099485,,,,,
2021-06-28,설탕,0.025,,,,,
2021-06-28,PEMA-HR1000 내포,864.86908,,,,,
2021-06-28,PEMA-HR1000 동아,711.99988,,,,,
2021-06-28,PEMA-HR1000 서호,418.30572,,,,,
2021-06-28,PEMA-HR1000 동양,771.75784,,,,,
2021-06-28,PEMA-SR3000F 극,775.302704,,,,,
2021-06-28,PEMA-HR1500 우성,747.084784,,,,,
2021-06-28,PEMA-SN400 하남(,46.10124,,,,,
2021-06-28,PEMA-SN400 청명(,191.2827,,,,,
2021-06-28,PEMA-SN400 유익(,54.51474,,,,,
2021-06-28,PEMA-SR2000 영남,730.993128,,,,,
2021-06-28,PEMA-SP1000 대보,300.768012,,,,,
2021-06-28,MONODN1501,13.866,,,,,
2021-06-28,MONODN1502,13.866,,,,,
2021-06-28,BDG,203.368,,,,,
2021-07-05,사용수,745552.2256,,,,,
2021-07-05,공기연행제,9967.253427,,,,,
2021-07-05,RA-300S,30716.66771,,,,,
2021-07-05,PEMA-WRE-600(5,4222.214331,,,,,
2021-07-05,PC소포제,364.823965,,,,,
2021-07-05,PEMA-HR1000 태명,624.23116,,,,,
2021-07-05,PEMA-SR3000F 현,555.010075,,,,,
2021-07-05,PEMA-HR1000 영동,951.656485,,,,,
2021-07-05,PEMA-PR2000 영풍,105.85407,,,,,
2021-07-05,PEMA-SR3000F 대,196.07868,,,,,
2021-07-05,PEMA-HR1500 삼덕,821.467085,,,,,
2021-07-05,CSA5000 서원(태안),811.78468,,,,,
2021-07-05,CSA5000 삼표(풍납),464.41497,,,,,
2021-07-05,PEMA-HR1500 신송,599.130517,,,,,
2021-07-05,PEMA-SR2000 정선,676.011013,,,,,
2021-07-05,PEMA-SR2000 울산,344.58943,,,,,
2021-07-05,액상리그닌,2084.309067,,,,,
2021-07-05,글루콘산소다,14387.55834,,,,,
2021-07-05,ACTICIDE-MVK,452.527909,,,,,
2021-07-05,PEMA-SRE-200(5,12181.50915,,,,,
2021-07-05,WRE-580FX(55%),117518.1876,,,,,
2021-07-05,PEMA-WRE-550(5,9863.48101,,,,,
2021-07-05,WRE-770,104826.2104,,,,,
2021-07-05,WRE-550T,52131.381,,,,,
2021-07-05,SRE-200SD-T,17738.89792,,,,,
2021-07-05,PEMA-500FR,6803.327261,,,,,
2021-07-05,PEMA-630XR,6157.139978,,,,,
2021-07-05,M30,10389.23694,,,,,
2021-07-05,PCA3000,29309.18489,,,,,
2021-07-05,Urea-20%,77921.14261,,,,,
2021-07-05,소포제(MR-130),958.195326,,,,,
2021-07-05,AE 산하(덕소),176.20648,,,,,
2021-07-05,PEMA-550XD,2292.058137,,,,,
2021-07-05,SRE-110(50%),3337.947683,,,,,
2021-07-05,DEA,539.931934,,,,,
2021-07-05,VK1000,148.829371,,,,,
2021-07-05,Urea,261.482885,,,,,
2021-07-05,PEMA-300HT,98.3934,,,,,
2021-07-05,PEMA-350B,367.849627,,,,,
2021-07-05,설탕,0.025,,,,,
2021-07-05,PEMA-HR1000 내포,663.335765,,,,,
2021-07-05,PEMA-HR1000 동아,546.088415,,,,,
2021-07-05,PEMA-HR1000 서호,320.831385,,,,,
2021-07-05,PEMA-HR1000 동양,591.92147,,,,,
2021-07-05,PEMA-SR3000F 극,838.527813,,,,,
2021-07-05,PEMA-HR1500 우성,669.769143,,,,,
2021-07-05,PEMA-SN400 하남(,100.61547,,,,,
2021-07-05,PEMA-SN400 청명(,417.472475,,,,,
2021-07-05,PEMA-SN400 유익(,118.977845,,,,,
2021-07-05,PEMA-SR2000 영남,892.813016,,,,,
2021-07-05,PEMA-SP1000 대보,522.835408,,,,,
2021-07-05,MONODN1501,9.45,,,,,
2021-07-05,MONODN1502,9.45,,,,,
2021-07-05,BDG,138.6,,,,,
2021-07-12,사용수,784512.3188,,,,,
2021-07-12,공기연행제,6582.304986,,,,,
2021-07-12,RA-300S,32761.49687,,,,,
2021-07-12,PEMA-WRE-600(5,4101.361414,,,,,
2021-07-12,PC소포제,376.434754,,,,,
2021-07-12,PEMA-HR1000 태명,445.159772,,,,,
2021-07-12,PEMA-SR3000F 현,540.821924,,,,,
2021-07-12,PEMA-HR1000 영동,1008.477058,,,,,
2021-07-12,PEMA-PR2000 영풍,75.488019,,,,,
2021-07-12,PEMA-SR3000F 대,139.830156,,,,,
2021-07-12,PEMA-HR1500 삼덕,875.614067,,,,,
2021-07-12,CSA5000 서원(태안),578.910356,,,,,
2021-07-12,CSA5000 삼표(풍납),427.87358,,,,,
2021-07-12,PEMA-HR1500 신송,581.496234,,,,,
2021-07-12,PEMA-SR2000 정선,691.355002,,,,,
2021-07-12,PEMA-SR2000 울산,343.434444,,,,,
2021-07-12,액상리그닌,2332.81835,,,,,
2021-07-12,글루콘산소다,15937.54351,,,,,
2021-07-12,ACTICIDE-MVK,470.458426,,,,,
2021-07-12,PEMA-SRE-200(5,13221.05638,,,,,
2021-07-12,WRE-580FX(55%),121332.914,,,,,
2021-07-12,PEMA-WRE-550(5,10031.65895,,,,,
2021-07-12,WRE-770,116947.7355,,,,,
2021-07-12,WRE-550T,55362.07321,,,,,
2021-07-12,SRE-200SD-T,28960.90715,,,,,
2021-07-12,PEMA-500FR,7767.948545,,,,,
2021-07-12,PEMA-630XR,5985.098374,,,,,
2021-07-12,M30,9089.464688,,,,,
2021-07-12,PCA3000,31203.99304,,,,,
2021-07-12,Urea-20%,86636.46459,,,,,
2021-07-12,소포제(MR-130),1021.846243,,,,,
2021-07-12,AE 산하(덕소),188.4273,,,,,
2021-07-12,PEMA-550XD,2768.754733,,,,,
2021-07-12,SRE-110(50%),3443.624814,,,,,
2021-07-12,DEA,302.569826,,,,,
2021-07-12,VK1000,138.78768,,,,,
2021-07-12,Urea,261.482885,,,,,
2021-07-12,PEMA-300HT,102.3435,,,,,
2021-07-12,PEMA-350B,405.14605,,,,,
2021-07-12,설탕,0.025,,,,,
2021-07-12,PEMA-HR1000 내포,945.583224,,,,,
2021-07-12,PEMA-HR1000 동아,778.447464,,,,,
2021-07-12,PEMA-HR1000 서호,457.344216,,,,,
2021-07-12,PEMA-HR1000 동양,843.782352,,,,,
2021-07-12,PEMA-SR3000F 극,1019.322665,,,,,
2021-07-12,PEMA-HR1500 우성,884.920951,,,,,
2021-07-12,PEMA-SN400 하남(,159.759276,,,,,
2021-07-12,PEMA-SN400 청명(,662.87123,,,,,
2021-07-12,PEMA-SN400 유익(,188.915426,,,,,
2021-07-12,PEMA-SR2000 영남,1033.008095,,,,,
2021-07-12,PEMA-SP1000 대보,468.898675,,,,,
2021-07-12,MONODN1501,19.638,,,,,
2021-07-12,MONODN1502,19.638,,,,,
2021-07-12,BDG,288.024,,,,,
2021-07-19,사용수,802987.5054,,,,,
2021-07-19,공기연행제,4536.56617,,,,,
2021-07-19,RA-300S,32183.9772,,,,,
2021-07-19,PEMA-WRE-600(5,5154.606038,,,,,
2021-07-19,PC소포제,398.719669,,,,,
2021-07-19,PEMA-HR1000 태명,562.382692,,,,,
2021-07-19,PEMA-SR3000F 현,607.847377,,,,,
2021-07-19,PEMA-HR1000 영동,955.413301,,,,,
2021-07-19,PEMA-PR2000 영풍,95.366109,,,,,
2021-07-19,PEMA-SR3000F 대,176.651316,,,,,
2021-07-19,PEMA-HR1500 삼덕,955.543182,,,,,
2021-07-19,CSA5000 서원(태안),731.353516,,,,,
2021-07-19,CSA5000 삼표(풍납),490.285922,,,,,
2021-07-19,PEMA-HR1500 신송,558.913841,,,,,
2021-07-19,PEMA-SR2000 정선,619.447437,,,,,
2021-07-19,PEMA-SR2000 울산,383.08535,,,,,
2021-07-19,액상리그닌,2320.874759,,,,,
2021-07-19,글루콘산소다,15215.66844,,,,,
2021-07-19,ACTICIDE-MVK,483.655381,,,,,
2021-07-19,PEMA-SRE-200(5,12578.41465,,,,,
2021-07-19,WRE-580FX(55%),128913.5204,,,,,
2021-07-19,PEMA-WRE-550(5,9774.219762,,,,,
2021-07-19,WRE-770,114955.5068,,,,,
2021-07-19,WRE-550T,52606.353,,,,,
2021-07-19,SRE-200SD-T,19271.46082,,,,,
2021-07-19,PEMA-500FR,11430.5231,,,,,
2021-07-19,PEMA-630XR,9183.008228,,,,,
2021-07-19,M30,10036.64913,,,,,
2021-07-19,PCA3000,31731.45444,,,,,
2021-07-19,Urea-20%,86547.51763,,,,,
2021-07-19,소포제(MR-130),1020.146477,,,,,
2021-07-19,AE 산하(덕소),205.416788,,,,,
2021-07-19,PEMA-550XD,4180.681798,,,,,
2021-07-19,SRE-110(50%),3349.046534,,,,,
2021-07-19,DEA,730.507471,,,,,
2021-07-19,VK1000,112.145982,,,,,
2021-07-19,Urea,314.82524,,,,,
2021-07-19,PEMA-300HT,83.5407,,,,,
2021-07-19,PEMA-350B,158.514979,,,,,
2021-07-19,설탕,0.025,,,,,
2021-07-19,PEMA-HR1000 내포,948.945691,,,,,
2021-07-19,PEMA-HR1000 동아,781.215601,,,,,
2021-07-19,PEMA-HR1000 서호,458.970519,,,,,
2021-07-19,PEMA-HR1000 동양,846.782818,,,,,
2021-07-19,PEMA-SR3000F 극,836.95774,,,,,
2021-07-19,PEMA-HR1500 우성,814.269464,,,,,
2021-07-19,PEMA-SN400 하남(,389.176164,,,,,
2021-07-19,PEMA-SN400 청명(,1614.76497,,,,,
2021-07-19,PEMA-SN400 유익(,460.201014,,,,,
2021-07-19,PEMA-SR2000 영남,783.377015,,,,,
2021-07-19,PEMA-SP1000 대보,299.073367,,,,,
2021-07-19,MONODN1501,10.47,,,,,
2021-07-19,MONODN1502,10.47,,,,,
2021-07-19,BDG,153.56,,,,,
2021-07-26,사용수,727817.3843,,,,,
2021-07-26,공기연행제,5904.041345,,,,,
2021-07-26,RA-300S,27621.71006,,,,,
2021-07-26,PEMA-WRE-600(5,3604.765724,,,,,
2021-07-26,PC소포제,367.193645,,,,,
2021-07-26,PEMA-HR1000 태명,544.22856,,,,,
2021-07-26,PEMA-SR3000F 현,551.79108,,,,,
2021-07-26,PEMA-HR1000 영동,862.310805,,,,,
2021-07-26,PEMA-PR2000 영풍,92.28762,,,,,
2021-07-26,PEMA-SR3000F 대,170.94888,,,,,
2021-07-26,PEMA-HR1500 삼덕,851.89206,,,,,
2021-07-26,CSA5000 서원(태안),707.74488,,,,,
2021-07-26,CSA5000 삼표(풍납),450.16944,,,,,
2021-07-26,PEMA-HR1500 신송,593.792787,,,,,
2021-07-26,PEMA-SR2000 정선,686.186688,,,,,
2021-07-26,PEMA-SR2000 울산,346.17504,,,,,
2021-07-26,액상리그닌,2169.163845,,,,,
2021-07-26,글루콘산소다,14211.16259,,,,,
2021-07-26,ACTICIDE-MVK,448.728209,,,,,
2021-07-26,PEMA-SRE-200(5,11990.09686,,,,,
2021-07-26,WRE-580FX(55%),162659.4645,,,,,
2021-07-26,PEMA-WRE-550(5,9629.051112,,,,,
2021-07-26,WRE-770,107378.9361,,,,,
2021-07-26,WRE-550T,51987.22455,,,,,
2021-07-26,SRE-200SD-T,17780.39877,,,,,
2021-07-26,PEMA-500FR,8629.189119,,,,,
2021-07-26,PEMA-630XR,7027.685284,,,,,
2021-07-26,M30,9566.94922,,,,,
2021-07-26,PCA3000,28785.50135,,,,,
2021-07-26,Urea-20%,79358.35746,,,,,
2021-07-26,소포제(MR-130),935.681748,,,,,
2021-07-26,AE 산하(덕소),183.01656,,,,,
2021-07-26,PEMA-550XD,3181.242874,,,,,
2021-07-26,SRE-110(50%),3138.124199,,,,,
2021-07-26,DEA,307.12831,,,,,
2021-07-26,VK1000,150.031775,,,,,
2021-07-26,Urea,499.38032,,,,,
2021-07-26,PEMA-300HT,100.61415,,,,,
2021-07-26,PEMA-350B,146.753691,,,,,
2021-07-26,설탕,45.825,,,,,
2021-07-26,PEMA-HR1000 내포,799.59876,,,,,
2021-07-26,PEMA-HR1000 동아,658.26636,,,,,
2021-07-26,PEMA-HR1000 서호,386.73684,,,,,
2021-07-26,PEMA-HR1000 동양,713.51448,,,,,
2021-07-26,PEMA-SR3000F 극,736.524501,,,,,
2021-07-26,PEMA-HR1500 우성,698.533131,,,,,
2021-07-26,PEMA-SN400 하남(,211.384884,,,,,
2021-07-26,PEMA-SN400 청명(,877.07557,,,,,
2021-07-26,PEMA-SN400 유익(,249.962734,,,,,
2021-07-26,PEMA-SR2000 영남,702.700707,,,,,
2021-07-26,PEMA-SP1000 대보,372.666231,,,,,
2021-07-26,MONODN1501,0.003,,,,,
2021-07-26,MONODN1502,0.003,,,,,
2021-07-26,BDG,0.044,,,,,
